Obs,Picture,Mean,Min,Max,Length.cm,Taxa,Enc,SampleSplit
12,FEn17w09E04.JPG,104.852,70.47,124.145,0.555,Tri.Polycentropidae,E04,
1,FEn17w09E04.JPG,106.762,76.898,140.913,0.182,Od.Damselflies,E04,
1,FEn17w09E08.JPG,44.714,15.451,193.707,0.617,Col.Psephenidae,E08,
2,FEn17w09E08.JPG,46.153,28.304,80.111,0.433,Col.Psephenidae,E08,
3,FEn17w09E08.JPG,71.95,52.94,199.507,0.563,Col.Hydrophilidae,E08,
4,FEn17w09E08.JPG,36.44,16.622,213.429,1.021,Od.Dragonflies,E08,
5,FEn17w09E08.JPG,27.403,10.982,147.333,1.114,Od.Damselflies,E08,
6,FEn17w09E08.JPG,40.962,21.333,159.112,1.399,Od.Damselflies,E08,
7,FEn17w09E08.JPG,38.588,18.689,151.629,1.061,Od.Damselflies,E08,
8,FEn17w09E08.JPG,83.324,66.218,101.946,0.394,Od.Damselflies,E08,
9,FEn17w09E08.JPG,56.253,30.066,123,0.457,Od.Damselflies,E08,
1,FEn17w09E08.JPG,40.278,20.505,116.667,0.393,Od.Damselflies,E08,
2,FEn17w09E08.JPG,60.883,38.492,135.178,0.345,Od.Damselflies,E08,
3,FEn17w09E08.JPG,69.412,49.165,92.56,0.255,Od.Damselflies,E08,
1,FEn17w09E08.JPG,88.169,52.954,134.645,0.402,Eph.Heptageniidae,E08,
2,FEn17w09E08.JPG,66.907,35.153,116.461,0.35,Eph.Heptageniidae,E08,
3,FEn17w09E08.JPG,88.006,58.089,174.333,0.239,Eph.Heptageniidae,E08,
4,FEn17w09E08.JPG,53.176,27.031,134.667,0.231,Eph.Heptageniidae,E08,
5,FEn17w09E08.JPG,39.624,20.69,93.667,0.625,Eph.Heptageniidae,E08,
6,FEn17w09E08.JPG,61.56,25.932,124.618,0.229,Eph.Heptageniidae,E08,
7,FEn17w09E08.JPG,61.407,32.415,111.333,0.335,Eph.Heptageniidae,E08,
8,FEn17w09E08.JPG,60.952,25.49,95.392,0.239,Eph.Heptageniidae,E08,
9,FEn17w09E08.JPG,48.419,23.201,107.695,0.377,Eph.Heptageniidae,E08,
10,FEn17w09E08.JPG,55.151,26.203,100.697,0.428,Eph.Heptageniidae,E08,
11,FEn17w09E08.JPG,70.713,18.898,146.511,0.416,Eph.Heptageniidae,E08,
12,FEn17w09E08.JPG,74.336,33.572,125.217,0.278,Eph.Heptageniidae,E08,
13,FEn17w09E08.JPG,60.65,29.565,203.323,0.979,Eph.Leptophlebiidae,E08,
14,FEn17w09E08.JPG,55.345,18.831,122.155,0.494,Eph.Leptophlebiidae,E08,
1,FEn17w09E08.JPG,129.656,43.702,171,0.482,Dip.ChironomidaeL,E08,
2,FEn17w09E08.JPG,108.506,70.003,159.782,0.596,Dip.ChironomidaeL,E08,
3,FEn17w09E08.JPG,113.179,76.141,156.095,0.289,Dip.ChironomidaeL,E08,
4,FEn17w09E08.JPG,109.778,37.963,150.29,0.359,Dip.ChironomidaeL,E08,
5,FEn17w09E08.JPG,96.54,58.339,165.984,0.263,Dip.ChironomidaeL,E08,
6,FEn17w09E08.JPG,95.483,27.294,145.629,0.474,Dip.ChironomidaeL,E08,
7,FEn17w09E08.JPG,121.193,91.234,142.718,0.325,Dip.ChironomidaeL,E08,
8,FEn17w09E08.JPG,112.578,83.648,163.371,0.586,Dip.ChironomidaeL,E08,
9,FEn17w09E08.JPG,87.5,34.759,152.329,0.524,Dip.ChironomidaeL,E08,
10,FEn17w09E08.JPG,107.901,44.753,139.868,0.327,Dip.ChironomidaeL,E08,
11,FEn17w09E08.JPG,118.604,42.76,150.994,0.196,Dip.ChironomidaeL,E08,
12,FEn17w09E08.JPG,111.979,49.807,170.24,0.449,Dip.ChironomidaeL,E08,
13,FEn17w09E08.JPG,108.349,84.57,170.667,0.21,Dip.ChironomidaeL,E08,
14,FEn17w09E08.JPG,111.123,45.717,148.04,0.187,Dip.ChironomidaeL,E08,
15,FEn17w09E08.JPG,118.709,92.327,161.003,0.655,Dip.ChironomidaeL,E08,
16,FEn17w09E08.JPG,92.435,41.48,172.53,0.187,Eph.Heptageniidae,E08,
17,FEn17w09E08.JPG,72.644,44.074,124.314,0.549,Col.ElmL,E08,
18,FEn17w09E08.JPG,72.696,43.901,127.071,0.391,Col.ElmL,E08,
19,FEn17w09E08.JPG,104.127,36.274,173.528,0.443,Col.ElmL,E08,
20,FEn17w09E08.JPG,87.611,66.734,136.886,0.604,Col.ElmL,E08,
21,FEn17w09E08.JPG,77.359,53.543,110.797,0.58,Col.ElmL,E08,
1,FEn17w09E08.JPG,103.278,44.705,155.594,0.723,Tri.Polycentropidae,E08,
2,FEn17w09E08.JPG,71.528,58.172,109.068,0.671,Dip.ChironomidaeP,E08,
3,FEn17w09E08.JPG,84.606,46.7,175.444,0.38,Dip.ChironomidaeP,E08,
4,FEn17w09E08.JPG,69.826,26.877,118.623,0.356,Eph.Myst,E08,
5,FEn17w09E08.JPG,77.199,43.64,134.333,0.285,Eph.Myst,E08,
6,FEn17w09E08.JPG,27.317,8.943,131.038,0.534,MYSTERY,E08,
1,FEn17w09E03.1.JPG,39.159,13.115,152,1.274,Plecoptera.Perlidae,E03,
2,FEn17w09E03.1.JPG,35.636,12.166,75.651,0.741,Od.Damselflies,E03,
3,FEn17w09E03.1.JPG,39.716,18.667,96.464,0.844,Od.Damselflies,E03,
4,FEn17w09E03.1.JPG,84.778,52.167,154,0.567,Od.Damselflies,E03,
5,FEn17w09E03.1.JPG,35.314,12.667,182.326,1.414,Od.Dragonflies,E03,
1,FEn17w09E03.1.JPG,105.045,90,140.09,0.246,Dip.ChironomidaeL,E03,
2,FEn17w09E03.1.JPG,78.21,55.422,104.269,0.635,Dip.ChironomidaeL,E03,
3,FEn17w09E03.1.JPG,115.377,52.339,141.141,0.59,Dip.ChironomidaeL,E03,
4,FEn17w09E03.1.JPG,105.324,67.999,140.109,0.445,Dip.ChironomidaeL,E03,
5,FEn17w09E03.1.JPG,112.557,55.009,165.515,0.493,Dip.ChironomidaeL,E03,
6,FEn17w09E03.1.JPG,108.067,36.152,142.434,0.278,Dip.ChironomidaeL,E03,
7,FEn17w09E03.1.JPG,123.664,75.955,166.333,0.237,Dip.ChironomidaeL,E03,
8,FEn17w09E03.1.JPG,120.88,71.565,165.79,0.449,Dip.ChironomidaeL,E03,
9,FEn17w09E03.1.JPG,107.38,67.587,151.616,0.406,Dip.ChironomidaeL,E03,
10,FEn17w09E03.1.JPG,94.839,44.695,145.715,0.232,Dip.ChironomidaeL,E03,
11,FEn17w09E03.1.JPG,102.827,51.474,143.047,0.447,Dip.ChironomidaeL,E03,
12,FEn17w09E03.1.JPG,27.951,13.667,152.414,0.328,Col.ElmA,E03,
1,FEn17w09E03.1.JPG,92.898,44.333,232.103,0.386,Tri.Polycentropidae,E03,
2,FEn17w09E03.1.JPG,70.538,34.516,159.871,1.397,Tri.Polycentropidae,E03,
3,FEn17w09E03.1.JPG,92.101,50.333,152.637,0.641,Tri.Polycentropidae,E03,
4,FEn17w09E03.1.JPG,109.23,77.128,136.667,0.559,Tri.Polycentropidae,E03,
5,FEn17w09E03.1.JPG,115.275,73.663,153.581,0.408,Tri.Polycentropidae,E03,
6,FEn17w09E03.1.JPG,93.333,58.907,132.555,0.546,Tri.Polycentropidae,E03,
7,FEn17w09E03.1.JPG,132.261,68.062,170.051,0.294,Eph.Polymitarcyidae,E03,
8,FEn17w09E03.1.JPG,86.353,53.005,124.303,0.605,Eph.Polymitarcyidae,E03,
1,FEn17w09E03.1.JPG,84.367,53.253,118.469,0.266,Eph.Heptageniidae,E03,
2,FEn17w09E03.1.JPG,70.336,49.273,92.061,0.325,Eph.Heptageniidae,E03,
3,FEn17w09E03.1.JPG,51.612,28.795,79.557,0.195,Eph.Heptageniidae,E03,
4,FEn17w09E03.1.JPG,86.657,35.87,143.205,0.277,Eph.Heptageniidae,E03,
5,FEn17w09E03.1.JPG,85.656,32.33,141.429,0.231,Eph.Heptageniidae,E03,
6,FEn17w09E03.1.JPG,72.654,48.038,123.18,0.24,Eph.Heptageniidae,E03,
7,FEn17w09E03.1.JPG,65.565,33.594,103.667,0.261,Eph.Heptageniidae,E03,
8,FEn17w09E03.1.JPG,65.054,39.326,93.625,0.37,Eph.Heptageniidae,E03,
9,FEn17w09E03.1.JPG,61.592,36.871,83.03,0.705,Eph.Heptageniidae,E03,
10,FEn17w09E03.1.JPG,95.113,49.23,123.121,0.234,Eph.Heptageniidae,E03,
11,FEn17w09E03.1.JPG,82.347,46.667,114.012,0.243,Eph.Heptageniidae,E03,
12,FEn17w09E03.1.JPG,93.022,43.346,127.53,0.312,Eph.Heptageniidae,E03,
13,FEn17w09E03.1.JPG,85.171,52.131,123.27,0.249,Eph.Heptageniidae,E03,
14,FEn17w09E03.1.JPG,93.86,47.995,143.54,0.291,Eph.Heptageniidae,E03,
15,FEn17w09E03.1.JPG,83.454,41.146,149.667,0.316,Eph.Heptageniidae,E03,
16,FEn17w09E03.1.JPG,78.126,53.592,114.592,0.17,Eph.Heptageniidae,E03,
17,FEn17w09E03.1.JPG,80.445,39.93,115.096,0.174,Eph.Heptageniidae,E03,
18,FEn17w09E03.1.JPG,92.17,45.944,146.741,0.236,Eph.Heptageniidae,E03,
19,FEn17w09E03.1.JPG,58.328,32.003,89.15,0.79,Eph.Heptageniidae,E03,
20,FEn17w09E03.1.JPG,80.64,38.6,123.333,0.357,Eph.Heptageniidae,E03,
21,FEn17w09E03.1.JPG,87.24,34.792,142,0.394,Eph.Heptageniidae,E03,
22,FEn17w09E03.1.JPG,73.889,34.105,219.742,0.555,Col.ElmL,E03,
23,FEn17w09E03.1.JPG,49.325,23.377,96.219,0.401,Col.ElmL,E03,
1,FEn17w09E03.2.JPG,31.63,14.815,106.158,0.725,Od.Damselflies,E03,
2,FEn17w09E03.2.JPG,38.494,26.92,55.591,0.546,Od.Damselflies,E03,
3,FEn17w09E03.2.JPG,73.17,49.915,121.028,0.347,Od.Damselflies,E03,
4,FEn17w09E03.2.JPG,70.355,47.13,134.333,0.202,Od.Damselflies,E03,
5,FEn17w09E03.2.JPG,84.947,41.021,159.184,0.564,Od.Damselflies,E03,
6,FEn17w09E03.2.JPG,107.49,75.278,140.544,0.404,Od.Damselflies,E03,
7,FEn17w09E03.2.JPG,71.523,31.406,231.78,0.734,Col.Psephenidae,E03,
8,FEn17w09E03.2.JPG,65.341,27.428,143.845,1.12,Eph.Polymitarcyidae,E03,
1,FEn17w09E03.2.JPG,58.112,36.591,119.658,0.288,Eph.Heptageniidae,E03,
2,FEn17w09E03.2.JPG,71.396,45.807,162.667,0.387,Eph.Heptageniidae,E03,
3,FEn17w09E03.2.JPG,78.743,54.804,111.746,0.219,Eph.Heptageniidae,E03,
4,FEn17w09E03.2.JPG,76.042,40.272,134,0.252,Eph.Heptageniidae,E03,
5,FEn17w09E03.2.JPG,97.682,43.054,165.08,0.302,Eph.Heptageniidae,E03,
6,FEn17w09E03.2.JPG,77.823,33.554,160.52,0.504,Eph.Heptageniidae,E03,
7,FEn17w09E03.2.JPG,89.577,36.825,120.73,0.329,Eph.Heptageniidae,E03,
8,FEn17w09E03.2.JPG,90.458,64.333,129.438,0.159,Eph.Heptageniidae,E03,
9,FEn17w09E03.2.JPG,62.137,34.027,91.762,0.228,Eph.Heptageniidae,E03,
10,FEn17w09E03.2.JPG,91.412,24.577,133.569,0.462,Eph.Heptageniidae,E03,
11,FEn17w09E03.2.JPG,90.633,38.16,126.201,0.251,Eph.Heptageniidae,E03,
12,FEn17w09E03.2.JPG,92.819,39.012,146.312,0.395,Eph.Heptageniidae,E03,
13,FEn17w09E03.2.JPG,81.314,47.752,168,0.232,Eph.Heptageniidae,E03,
14,FEn17w09E03.2.JPG,76.143,29.036,237.914,0.732,Eph.Heptageniidae,E03,
15,FEn17w09E03.2.JPG,67.103,47.048,90.137,0.31,Eph.Heptageniidae,E03,
16,FEn17w09E03.2.JPG,94.264,72.982,132.523,0.157,Eph.Heptageniidae,E03,
17,FEn17w09E03.2.JPG,89.263,45.597,120.641,0.262,Eph.Heptageniidae,E03,
18,FEn17w09E03.2.JPG,54.645,27.631,94.473,0.211,Eph.Heptageniidae,E03,
19,FEn17w09E03.2.JPG,64.062,30.086,149.883,0.828,Eph.Heptageniidae,E03,
20,FEn17w09E03.2.JPG,100.4,56.572,179.552,0.265,Eph.Heptageniidae,E03,
21,FEn17w09E03.2.JPG,98.472,74.651,132.101,0.167,Eph.Heptageniidae,E03,
22,FEn17w09E03.2.JPG,68.562,46.227,88.315,0.303,Eph.Heptageniidae,E03,
1,FEn17w09E03.2.JPG,119.202,44.013,182.867,0.468,Dip.ChironomidaeP,E03,
2,FEn17w09E03.2.JPG,68.066,43.077,103.276,0.375,Dip.ChironomidaeP,E03,
3,FEn17w09E03.2.JPG,55.183,33.97,146.136,0.436,Col.ElmL,E03,
4,FEn17w09E03.2.JPG,106.591,55.929,168.958,0.601,Col.ElmL,E03,
5,FEn17w09E03.2.JPG,100.958,76.389,112.465,0.146,Eph.Trcorythidae,E03,
6,FEn17w09E03.2.JPG,83.105,48.516,139.333,0.355,Eph.Trcorythidae,E03,
7,FEn17w09E03.2.JPG,62.949,17.978,132.218,0.414,Eph.Leptophlebiidae,E03,
1,FEn17w09E03.2.JPG,123.816,108.464,138.439,0.354,Dip.ChironomidaeL,E03,
2,FEn17w09E03.2.JPG,107.522,53.203,154.821,0.567,Dip.ChironomidaeL,E03,
3,FEn17w09E03.2.JPG,94.427,63.698,157.681,0.445,Dip.ChironomidaeL,E03,
4,FEn17w09E03.2.JPG,111.262,85.665,141.748,0.356,Dip.ChironomidaeL,E03,
5,FEn17w09E03.2.JPG,102.977,55.511,131.121,0.345,Dip.ChironomidaeL,E03,
6,FEn17w09E03.2.JPG,98.612,62.47,150.525,0.442,Dip.ChironomidaeL,E03,
7,FEn17w09E03.2.JPG,97.457,73.827,147.333,0.504,Dip.ChironomidaeL,E03,
8,FEn17w09E03.2.JPG,117.068,44.634,138.932,0.461,Dip.ChironomidaeL,E03,
9,FEn17w09E03.2.JPG,109.386,69.288,153.88,0.229,Dip.ChironomidaeL,E03,
10,FEn17w09E03.2.JPG,114.984,75.586,137.363,0.375,Dip.ChironomidaeL,E03,
11,FEn17w09E03.2.JPG,128.451,103.504,169.544,0.369,Dip.ChironomidaeL,E03,
12,FEn17w09E03.2.JPG,109.636,59.633,142.307,0.583,Tri.Polycentropidae,E03,
1,FEn17w09E10.1.JPG,39.553,16,73.707,0.667,Od.Damselflies,E10,
2,FEn17w09E10.1.JPG,32.26,15.363,150.466,0.603,Od.Damselflies,E10,
3,FEn17w09E10.1.JPG,70.607,22.535,143.742,0.938,Od.Damselflies,E10,
4,FEn17w09E10.1.JPG,62.85,31.946,170.265,0.294,Od.Damselflies,E10,
5,FEn17w09E10.1.JPG,69.262,51.778,142.3,0.212,Od.Damselflies,E10,
6,FEn17w09E10.1.JPG,97.901,82.607,139.931,0.204,Od.Damselflies,E10,
7,FEn17w09E10.1.JPG,57.169,34.06,133.577,0.484,Od.Damselflies,E10,
8,FEn17w09E10.1.JPG,47.619,20.506,186.724,0.845,Od.Damselflies,E10,
9,FEn17w09E10.1.JPG,66.982,24.674,163.803,0.602,Od.Damselflies,E10,
10,FEn17w09E10.1.JPG,101.108,68.349,125.333,0.246,Od.Damselflies,E10,
1,FEn17w09E10.1.JPG,89.138,63.696,138.537,0.205,Eph.Heptageniidae,E10,
2,FEn17w09E10.1.JPG,88.064,35.101,117.006,0.404,Eph.Heptageniidae,E10,
3,FEn17w09E10.1.JPG,99.235,59.032,166.517,0.218,Eph.Heptageniidae,E10,
4,FEn17w09E10.1.JPG,76.944,37.854,114.162,0.381,Eph.Heptageniidae,E10,
5,FEn17w09E10.1.JPG,78.88,60.97,94.727,0.219,Eph.Heptageniidae,E10,
6,FEn17w09E10.1.JPG,83.378,59.701,154.829,0.396,Eph.Heptageniidae,E10,
7,FEn17w09E10.1.JPG,88.22,47.454,179.304,0.213,Eph.Heptageniidae,E10,
8,FEn17w09E10.1.JPG,63.354,35.577,83.713,0.329,Eph.Heptageniidae,E10,
9,FEn17w09E10.1.JPG,91.9,46,157.557,0.19,Eph.Heptageniidae,E10,
10,FEn17w09E10.1.JPG,91.643,35,154.114,0.267,Eph.Heptageniidae,E10,
11,FEn17w09E10.1.JPG,62.26,30.674,92.687,0.321,Eph.Heptageniidae,E10,
12,FEn17w09E10.1.JPG,91.762,51.153,137.462,0.228,Eph.Heptageniidae,E10,
13,FEn17w09E10.1.JPG,86.219,22.467,136.916,0.233,Eph.Heptageniidae,E10,
14,FEn17w09E10.1.JPG,86.719,33.667,175,0.213,Eph.Heptageniidae,E10,
15,FEn17w09E10.1.JPG,99.201,47.888,142.521,0.228,Eph.Heptageniidae,E10,
16,FEn17w09E10.1.JPG,82.876,50.409,146.467,0.199,Eph.Heptageniidae,E10,
17,FEn17w09E10.1.JPG,88.056,46.354,138.783,0.271,Eph.Heptageniidae,E10,
18,FEn17w09E10.1.JPG,89.567,34.391,123.931,0.219,Eph.Heptageniidae,E10,
19,FEn17w09E10.1.JPG,73.576,36.524,102.079,0.225,Eph.Heptageniidae,E10,
20,FEn17w09E10.1.JPG,73.054,39.303,143.667,0.248,Eph.Heptageniidae,E10,
21,FEn17w09E10.1.JPG,80.267,35.317,155.181,0.392,Eph.Heptageniidae,E10,
22,FEn17w09E10.1.JPG,59.331,36.949,99.115,0.222,Eph.Heptageniidae,E10,
23,FEn17w09E10.1.JPG,74.137,48.281,144.456,0.317,Eph.Heptageniidae,E10,
24,FEn17w09E10.1.JPG,59.576,27.578,141,0.299,Eph.Heptageniidae,E10,
25,FEn17w09E10.1.JPG,78.726,56.624,147.564,0.303,Eph.Heptageniidae,E10,
26,FEn17w09E10.1.JPG,74.405,53.815,236.32,0.761,Hirudinea.leach,E10,
1,FEn17w09E10.1.JPG,144.065,105.805,181.355,0.304,Dip.ChironomidaeL,E10,
2,FEn17w09E10.1.JPG,130.207,103.349,148.887,0.288,Dip.ChironomidaeL,E10,
3,FEn17w09E10.1.JPG,114.801,93.359,138.667,0.383,Dip.ChironomidaeL,E10,
4,FEn17w09E10.1.JPG,105.526,66.93,124.667,0.432,Dip.ChironomidaeL,E10,
5,FEn17w09E10.1.JPG,89.945,58.254,133.559,0.36,Dip.ChironomidaeL,E10,
6,FEn17w09E10.1.JPG,138.832,98.667,168.331,0.214,Dip.ChironomidaeL,E10,
7,FEn17w09E10.1.JPG,138.379,74.057,173.135,0.453,Dip.ChironomidaeL,E10,
8,FEn17w09E10.1.JPG,118.908,92.441,137.916,0.134,Dip.ChironomidaeL,E10,
9,FEn17w09E10.1.JPG,91.465,59.549,118.333,0.501,Dip.ChironomidaeL,E10,
10,FEn17w09E10.1.JPG,83.585,42.473,116.97,0.311,Dip.ChironomidaeL,E10,
11,FEn17w09E10.1.JPG,106.673,57.225,152.792,0.676,Dip.ChironomidaeL,E10,
12,FEn17w09E10.1.JPG,112.809,40.335,135.227,0.225,Dip.ChironomidaeL,E10,
13,FEn17w09E10.1.JPG,122.997,46.751,155.954,0.241,Dip.ChironomidaeL,E10,
14,FEn17w09E10.1.JPG,108.66,82.063,136.736,0.499,Dip.ChironomidaeL,E10,
15,FEn17w09E10.1.JPG,115.062,92.761,147.573,0.259,Dip.ChironomidaeL,E10,
16,FEn17w09E10.1.JPG,140.562,84.333,182.735,0.248,Dip.ChironomidaeL,E10,
17,FEn17w09E10.1.JPG,93.902,36.836,150.592,0.512,Dip.ChironomidaeL,E10,
1,FEn17w09E10.1.JPG,51.11,32.469,65.158,0.363,Col.ElmL,E10,
2,FEn17w09E10.1.JPG,56.06,22.333,88.8,0.424,Col.ElmL,E10,
3,FEn17w09E10.1.JPG,125.95,47.88,182.489,0.415,Col.ElmL,E10,
4,FEn17w09E10.1.JPG,45.964,22.667,93.707,1.379,Od.Dragonflies,E10,
5,FEn17w09E10.1.JPG,98.592,58.211,116.518,0.325,Tri.Polycentropidae,E10,
6,FEn17w09E10.1.JPG,93.151,57.028,134,0.448,Tri.Polycentropidae,E10,
7,FEn17w09E10.1.JPG,108.877,70.518,130.951,0.277,Tri.Polycentropidae,E10,
8,FEn17w09E10.1.JPG,99.502,51.14,127.667,0.465,Tri.Polycentropidae,E10,
9,FEn17w09E10.1.JPG,116.604,58.23,166.919,0.421,Tri.Polycentropidae,E10,
1,FEn17w09E10.2.JPG,51.793,11.56,135.961,0.801,Eph.Heptageniidae,E10,
2,FEn17w09E10.2.JPG,75.528,29.073,132.035,0.201,Eph.Heptageniidae,E10,
3,FEn17w09E10.2.JPG,71.661,40.6,128,0.308,Eph.Heptageniidae,E10,
4,FEn17w09E10.2.JPG,58.848,26.721,109.603,0.426,Eph.Heptageniidae,E10,
5,FEn17w09E10.2.JPG,62.807,35.446,107.13,0.411,Eph.Heptageniidae,E10,
6,FEn17w09E10.2.JPG,97.852,26,136.523,0.307,Eph.Heptageniidae,E10,
7,FEn17w09E10.2.JPG,86.95,39.802,164.667,0.291,Eph.Heptageniidae,E10,
8,FEn17w09E10.2.JPG,61.765,29.603,123.904,0.249,Eph.Heptageniidae,E10,
9,FEn17w09E10.2.JPG,85.71,63.015,127.422,0.34,Eph.Heptageniidae,E10,
10,FEn17w09E10.2.JPG,73.235,41.215,98.244,0.251,Eph.Heptageniidae,E10,
11,FEn17w09E10.2.JPG,58.581,33.006,181.253,0.502,Col.Psephenidae,E10,
1,FEn17w09E10.2.JPG,53.341,24,128.909,0.759,Od.Damselflies,E10,
2,FEn17w09E10.2.JPG,15.338,10.333,65.333,0.232,Col.ElmA,E10,
3,FEn17w09E10.2.JPG,60.946,8.682,171.626,0.208,Col.ElmA,E10,
4,FEn17w09E10.2.JPG,57.79,22.447,99.102,0.503,Eph.Leptophlebiidae,E10,
5,FEn17w09E10.2.JPG,41.849,24.367,78.333,0.477,Eph.Leptophlebiidae,E10,
1,FEn17w09E10.2.JPG,107.263,69.865,144.523,0.404,Dip.ChironomidaeL,E10,
2,FEn17w09E10.2.JPG,92.068,37.101,146.892,0.755,Dip.ChironomidaeL,E10,
3,FEn17w09E10.2.JPG,126.495,82.267,146.333,0.154,Dip.ChironomidaeL,E10,
4,FEn17w09E10.2.JPG,108.322,32.333,158.332,0.346,Dip.ChironomidaeL,E10,
5,FEn17w09E10.2.JPG,127.03,75.4,137.107,0.208,Dip.ChironomidaeL,E10,
6,FEn17w09E10.2.JPG,150.603,112.117,168.333,0.293,Dip.ChironomidaeL,E10,
7,FEn17w09E10.2.JPG,119.056,61.225,162,0.432,Dip.ChironomidaeL,E10,
8,FEn17w09E10.2.JPG,121.055,62.214,153.311,0.662,Dip.ChironomidaeL,E10,
9,FEn17w09E10.2.JPG,103.718,68.684,148.501,0.211,Dip.ChironomidaeL,E10,
10,FEn17w09E10.2.JPG,113.48,41.024,159.489,0.317,Dip.ChironomidaeL,E10,
11,FEn17w09E10.2.JPG,88.369,48.885,157.324,0.6,Dip.ChironomidaeL,E10,
12,FEn17w09E10.2.JPG,71.63,34.344,114.991,0.347,Eph.Trcorythidae,E10,
13,FEn17w09E10.2.JPG,106.644,84.683,145.667,0.123,Eph.Trcorythidae,E10,
14,FEn17w09E10.2.JPG,118.639,75.55,152.524,0.158,Eph.Trcorythidae,E10,
15,FEn17w09E10.2.JPG,89.706,57.144,110.222,0.215,Eph.Trcorythidae,E10,
16,FEn17w09E10.2.JPG,119.384,55.125,143.768,0.169,Eph.Trcorythidae,E10,
1,FEn17w09E10.2.JPG,121.041,61.224,155.83,0.45,Tri.Polycentropidae,E10,
2,FEn17w09E10.2.JPG,121.224,68.362,155.151,0.577,Tri.Polycentropidae,E10,
3,FEn17w09E10.2.JPG,99.693,45.059,158.958,0.426,Col.ElmL,E10,
1,FEn17w09A02.1.JPG,99.141,58.093,167.087,0.213,Eph.Heptageniidae,A02,
2,FEn17w09A02.1.JPG,113.24,66.615,178.144,0.234,Eph.Heptageniidae,A02,
3,FEn17w09A02.1.JPG,117.684,52.473,150.951,0.386,Eph.Heptageniidae,A02,
4,FEn17w09A02.1.JPG,124.686,62.757,165.524,0.701,Dip.ChironomidaeL,A02,
5,FEn17w09A02.1.JPG,137.871,117.851,155.796,0.339,Oligochaeta.misc,A02,
6,FEn17w09A02.1.JPG,149.245,130.99,173.269,0.257,Dip.ChironomidaeL,A02,
8,FEn17w09A02.1.JPG,123.484,103.665,147.663,0.256,Dip.ChironomidaeL,A02,
9,FEn17w09A02.1.JPG,115.086,89.272,130.384,0.115,Eph.Heptageniidae,A02,
11,FEn17w09A02.1.JPG,77.582,29.229,145.281,0.93,Od.Damselflies,A02,
1,FEn17w09A02.1.JPG,152.665,127.521,173.081,0.257,Dip.ChironomidaeL,A02,
1,FEn17w09A02.2.JPG,63.884,35.942,158,0.468,Od.Damselflies,A02,
2,FEn17w09A02.2.JPG,47.932,24.813,113.018,0.54,Od.Damselflies,A02,
3,FEn17w09A02.2.JPG,73.75,35.202,134.098,0.771,Od.Damselflies,A02,
4,FEn17w09A02.2.JPG,83.831,45.109,121.345,0.562,Col.ElmL,A02,
5,FEn17w09A02.2.JPG,70.722,37.584,109.291,0.623,Col.ElmL,A02,
6,FEn17w09A02.2.JPG,66.756,43.58,150.83,0.636,Col.ElmL,A02,
7,FEn17w09A02.2.JPG,81.916,45.305,153,0.644,Col.ElmL,A02,
8,FEn17w09A02.2.JPG,62.264,21.256,160.893,0.509,Col.ElmL,A02,
1,FEn17w09A02.2.JPG,84.519,63.69,125.511,0.199,Eph.Heptageniidae,A02,
2,FEn17w09A02.2.JPG,131.382,100.911,153.946,0.248,Dip.ChironomidaeL,A02,
3,FEn17w09A02.2.JPG,115.407,89.737,142,0.147,Dip.ChironomidaeL,A02,
4,FEn17w09A02.2.JPG,131.385,107.315,146.26,0.207,Dip.ChironomidaeL,A02,
5,FEn17w09A02.2.JPG,93.46,61.589,137.666,0.41,Dip.ChironomidaeL,A02,
1,FEn17w09A02.3.JPG,75.071,24.052,114.334,0.374,Eph.Heptageniidae,A02,
2,FEn17w09A02.3.JPG,74.674,42.491,121.308,0.197,Eph.Heptageniidae,A02,
3,FEn17w09A02.3.JPG,53.731,30,104.324,0.39,Eph.Heptageniidae,A02,
4,FEn17w09A02.3.JPG,85.405,36.895,124.631,0.962,Eph.Polymitarcyidae,A02,
1,FEn17w09A02.3.JPG,101.401,69.563,132.333,0.251,Dip.ChironomidaeL,A02,
2,FEn17w09A02.3.JPG,106.243,76.388,135.169,0.268,Dip.ChironomidaeL,A02,
3,FEn17w09A02.3.JPG,89.447,68.878,112.107,0.145,Dip.ChironomidaeL,A02,
4,FEn17w09A02.3.JPG,81.248,65.527,108.135,0.403,Dip.ChironomidaeL,A02,
5,FEn17w09A02.3.JPG,79.456,37.03,136.667,0.48,Dip.ChironomidaeL,A02,
6,FEn17w09A02.3.JPG,56.632,22.934,95.333,0.298,Col.ElmL,A02,
7,FEn17w09A02.3.JPG,73.688,51.117,118.637,0.546,Col.ElmL,A02,
8,FEn17w09A02.3.JPG,65.654,30.448,99.424,0.642,Col.ElmL,A02,
9,FEn17w09A02.3.JPG,94.687,42.249,135.085,0.56,Dip.Ceratopogonidae,A02,
1,FEn17w09A02.4.JPG,100.146,46.113,145.842,0.272,Eph.Heptageniidae,A02,
2,FEn17w09A02.4.JPG,98.697,26.458,142.17,0.323,Eph.Heptageniidae,A02,
3,FEn17w09A02.4.JPG,83.152,39.715,132.871,0.403,Eph.Heptageniidae,A02,
4,FEn17w09A02.4.JPG,90.302,37.716,151.811,0.215,Eph.Heptageniidae,A02,
5,FEn17w09A02.4.JPG,93.677,71.058,117.976,0.132,Eph.Heptageniidae,A02,
